,Tweet Text,Label,clean_tweet
280,"Alumnus of the history department doctoral program. Safe journey. Brian Miller, whose blindness inspired a career helping disabled students, dies of covid-19 - The Washington Post https://t.co/cCXDfKfsu2",0,"Alumnus of the history department doctoral program. Safe journey. Brian Miller, whose blindness inspired a career helping disabled students, dies of covid-19 - The Washington Post"
281,"@JohnTory  @JoshMatlow  :Before nursing homes and other long-term care facilities across Toronto  became hotbeds for Covid-19, employees warned of serious safety violations in complaints to the Ontario  government.",0,"@JohnTory @JoshMatlow :Before nursing homes and other long-term care facilities across Toronto became hotbeds for Covid-19, employees warned of serious safety violations in complaints to the Ontario government."
282,"""Coronavirus: Doctors Pressuring Senior Citizens to Sign Do Not Resuscitate Forms""  https://t.co/B6dVB7W4fd",0,"""Coronavirus: Doctors Pressuring Senior Citizens to Sign Do Not Resuscitate Forms"""
283,"Remember when Trump held big rallies and asked people of color to vote 4 him &amp; said 'what have you got to lose?' Some states 70% more #POC dying from #coronavirus. So yes, an incompetent president can cost your life.",0,"Remember when Trump held big rallies and asked people of color to vote 4 him &amp; said 'what have you got to lose?' Some states 70% more #POC dying from #coronavirus. So yes, an incompetent president can cost your life."
284,"Why is anyone dying of #covid19 in care homes? Surely most should be moved to hospital to be given a ventilator, or are we saying itâs not worth saving our elderly relatives? #coronavirusuk @MattHancock",0,"Why is anyone dying of #covid19 in care homes? Surely most should be moved to hospital to be given a ventilator, or are we saying its not worth saving our elderly relatives? #coronavirusuk @MattHancock"
285,"Putin's spokesman turns into fifth senior Russian official to get coronavirus
https://t.co/DAGK9TMuWM...
https://t.co/Bz7kQZ1A4Y",0,Putin's spokesman turns into fifth senior Russian official to get coronavirus ...
286,Coronavirus Is Not the First Mass Killing by Dr. Fauci -- How Many Tens of Thousands of Americans Must Die Before Dr. Fauci Loses His Job? https://t.co/hasVhD4VWk via @gatewaypundit,0,Coronavirus Is Not the First Mass Killing by Dr. Fauci -- How Many Tens of Thousands of Americans Must Die Before Dr. Fauci Loses His Job? via @gatewaypundit
287,@PCHunter_75 @rcludaescher @Amy_Siskind @realDonaldTrump Talk to the sick Dems who put covid-19 in the nursing homes. Your Dems murdered these elderly.,0,@PCHunter_75 @rcludaescher @Amy_Siskind @realDonaldTrump Talk to the sick Dems who put covid-19 in the nursing homes. Your Dems murdered these elderly.
288,"the new #uselesseaters doctrine

'Old people live too long and this is a risk for the global economy. We must do something, urgently.'

#ChristineLagarde,

https://t.co/EbNYf7yu3O

Almost only old people died through #covid19 #coronavirus
#coronahoax",0,"the new #uselesseaters doctrine 'Old people live too long and this is a risk for the global economy. We must do something, urgently.' #ChristineLagarde, Almost only old people died through #covid19 #coronavirus #coronahoax"
289,"@realDonaldTrump Blaming the WHO for your failure? 
Read the world press reactions for all your shit during a world's pandemic and especially your 'great job' below 100k deaths.
Just blind &amp; idiotic actionism and everything will fire back at some point. ð¤¡
You will trip over Covid-19",0,@realDonaldTrump Blaming the WHO for your failure? Read the world press reactions for all your shit during a world's pandemic and especially your 'great job' below 100k deaths. Just blind &amp; idiotic actionism and everything will fire back at some point. You will trip over Covid-19
290,Coronavirus is feared to have travelled with senior @BJP4India @BJP4JnK leaders from Kashmir to Prime Minister's Office in New Delhi as President @BJP4JnK @RavinderBJPJK has tested positive &amp; MoS in PMO @DrJitendraSingh has gone into self-quarantine.,0,Coronavirus is feared to have travelled with senior @BJP4India @BJP4JnK leaders from Kashmir to Prime Minister's Office in New Delhi as President @BJP4JnK @RavinderBJPJK has tested positive &amp; MoS in PMO @DrJitendraSingh has gone into self-quarantine.
291,"Coronavirus: Elderly increased risk of infection, government issued advisory https://t.co/pMnY1vB62p",0,"Coronavirus: Elderly increased risk of infection, government issued advisory"
292,Governor Cuomo nice speech why don't you start trying to tell him the truth instead of lying all the time you killed thousands of your elderly people by putting Coronavirus patient back in their Rest Homes you gave the order to do it you said the buck stops with you you've never,0,Governor Cuomo nice speech why don't you start trying to tell him the truth instead of lying all the time you killed thousands of your elderly people by putting Coronavirus patient back in their Rest Homes you gave the order to do it you said the buck stops with you you've never
293,"On thing about the corona virus is that it does not discriminate. Every race is susceptible to it...

#COVID19 https://t.co/NvkwWJf17D",0,On thing about the corona virus is that it does not discriminate. Every race is susceptible to it... #COVID19
294,@NYGovCuomo Fact check putting people sick with the Chinese Virus in NURSING HOMES is negligent homicide.,0,@NYGovCuomo Fact check putting people sick with the Chinese Virus in NURSING HOMES is negligent homicide.
295,"Entire senior home in New Jersey, 94 people, presumed to have coronavirus

St. Josephâs Senior Nursing Home in Woodbridge already has 24 people who tested positive, with 70 more expected to also test positive. https://t.co/JaB8CeBmKV",0,"Entire senior home in New Jersey, 94 people, presumed to have coronavirus St. Josephs Senior Nursing Home in Woodbridge already has 24 people who tested positive, with 70 more expected to also test positive."
296,"Letâs watch the truth come out and show Cuomoâs deadly decisions.

 DOJ Looking into 4 Democrat Statesâ Policies on Nursing Homes and Coronavirus https://t.co/Sq4xK4ZtRX",0,Lets watch the truth come out and show Cuomos deadly decisions. DOJ Looking into 4 Democrat States Policies on Nursing Homes and Coronavirus
297,"@KasieDC @BetteMidler @SteveSchmidtSES Covid 19 can't be blamed on President Trump in any way. You could blame the incompetent Andrew Cuomo for sending elderly patients to their deaths.

Steve Schmidt is a treasonous liar, a shill for the Bush/Romney/McCain wing of the GOP.

He should join the Marxist Democrats.",0,"@KasieDC @BetteMidler @SteveSchmidtSES Covid 19 can't be blamed on President Trump in any way. You could blame the incompetent Andrew Cuomo for sending elderly patients to their deaths. Steve Schmidt is a treasonous liar, a shill for the Bush/Romney/McCain wing of the GOP. He should join the Marxist Democrats."
298,"@BorisJohnson may not have caught coronavirus in the first place if we didn't have new cases arriving daily by the planeload. Why is this still happening, weeks into lockdown? And why aren't journalists doing their job and finding out?",0,"@BorisJohnson may not have caught coronavirus in the first place if we didn't have new cases arriving daily by the planeload. Why is this still happening, weeks into lockdown? And why aren't journalists doing their job and finding out?"
299,A Beloved 29-Year-Old People Magazine Staffer Died Of The Coronavirus  https://t.co/YFJ8TiA7Qk,0,A Beloved 29-Year-Old People Magazine Staffer Died Of The Coronavirus
300,Why Can COVID-19 Kill So Quickly? Drexel Researchers Race for Answers â NBC10 Philadelphia #Covid-19 [Video] https://t.co/c2cqxDO5HF via @360WiseMedia #Health #360WiseMedia https://t.co/NC8rqh8IeX,0,Why Can COVID-19 Kill So Quickly? Drexel Researchers Race for Answers NBC10 Philadelphia #Covid-19 [Video] via @360WiseMedia #Health #360WiseMedia
301,"@CllrScottArthur @alexgallagher2 If Covid 19 is fatal mainly to the elderly and the medically vulnerable, where would you anticipate the higher percentage of cases to occur?",0,"@CllrScottArthur @alexgallagher2 If Covid 19 is fatal mainly to the elderly and the medically vulnerable, where would you anticipate the higher percentage of cases to occur?"
302,"*Elderly man from Handwara dies 11 days after being admitted to CD hospital, J&amp;Kâs covid-19 toll 44* .
.
Srinagar, June 8: A 65-year-old man from Handwara died at a CD hospital here,  eleven days after he wasâ¦ https://t.co/eRKOoATI2c",0,"*Elderly man from Handwara dies 11 days after being admitted to CD hospital, J&amp;Ks covid-19 toll 44* . . Srinagar, June 8: A 65-year-old man from Handwara died at a CD hospital here, eleven days after he was"
303,"Maryland's confirmed #coronavirus cases now at 72,467, a single-day increase of 557. Out of the confirmed cases, nearly 21,000 are Blacks. @WashInformer 
https://t.co/51coXriR2O",0,"Maryland's confirmed #coronavirus cases now at 72,467, a single-day increase of 557. Out of the confirmed cases, nearly 21,000 are Blacks. @WashInformer"
304,"@jessbelmosto @NYGovCuomo what about all the space we didnât have to accommodate coronavirus patients? the medical ship was for sick, non covid-patients only shared between NY and NJ and the field hospital was full. nursing homes were not forced to take them, they only took them if they had adequate staff",0,"@jessbelmosto @NYGovCuomo what about all the space we didnt have to accommodate coronavirus patients? the medical ship was for sick, non covid-patients only shared between NY and NJ and the field hospital was full. nursing homes were not forced to take them, they only took them if they had adequate staff"
305,"Aunt AND uncle tested positive for #covid19 and BOTH have been released today WITHOUT respirators and are living their best lives in their respective nursing homes, but still lol!!! #welicklebutweTALAWAH #JAStrong https://t.co/1x2OPLIZMJ",0,"Aunt AND uncle tested positive for #covid19 and BOTH have been released today WITHOUT respirators and are living their best lives in their respective nursing homes, but still lol!!! #welicklebutweTALAWAH #JAStrong"
306,"In June, senior administration officials privately warned seven states about Covid-19 âred zoneâ threats, all while publicly dismissing concerns about a second wave",0,"In June, senior administration officials privately warned seven states about Covid-19 red zone threats, all while publicly dismissing concerns about a second wave"
307,@CNN The reassuring test result might be a false positive.  The number of dead could be much less.  Hospitals reporting heat attack deaths as covid just because they happened to test positive.  @NYGovCuomo pumping #coronavirus patients into nursing homes #cornpop2020 #FakeNews,0,@CNN The reassuring test result might be a false positive. The number of dead could be much less. Hospitals reporting heat attack deaths as covid just because they happened to test positive. @NYGovCuomo pumping #coronavirus patients into nursing homes #cornpop2020 #FakeNews
308,"please explain President @realDonaldTrump why under your watch the States has 4.3% of the world population but 32% of the Coronavirus cases &amp; 25% of the deaths!
a good job, perfect testing???????
@KellyannePolls 
@seanhannity 
any comments?????",0,"please explain President @realDonaldTrump why under your watch the States has 4.3% of the world population but 32% of the Coronavirus cases &amp; 25% of the deaths! a good job, perfect testing??????? @KellyannePolls @seanhannity any comments?????"
309,"@mrjaxtaylor What planet are you living on? Clearly youâre a Trump supporter, which is very interesting considering your job. We are in DEEP shit here because the president denied facts. Reference 2/28 when he said Covid-19 was a Dem hoax. People are dying @Andy",0,"@mrjaxtaylor What planet are you living on? Clearly youre a Trump supporter, which is very interesting considering your job. We are in DEEP shit here because the president denied facts. Reference 2/28 when he said Covid-19 was a Dem hoax. People are dying @Andy"
310,"Wow @RonDeSantisFL  didn't do a very good job with his state... #RonDeSantisResign    CNN: Florida reports a record 156 coronavirus deaths in 24 hours.
https://t.co/4odt2cPmhw

via @GoogleNews",0,Wow @RonDeSantisFL didn't do a very good job with his state... #RonDeSantisResign CNN: Florida reports a record 156 coronavirus deaths in 24 hours. via @GoogleNews
311,"More than 2,200 coronavirus deaths in nursing homes, but federal government isn't tracking them https://t.co/XKaypJPsnW #SmartNews",0,"More than 2,200 coronavirus deaths in nursing homes, but federal government isn't tracking them #SmartNews"
312,"@HD2onPBdotcom It's almost as though nobody ""deteriorated"" in care homes before coronavirus. And as for staff being ""heartbroken"", yes it's a job for special, caring people but *everybody* in a care home dies eventually of something. Surely you can't let yourself get heartbroken each time.",0,"@HD2onPBdotcom It's almost as though nobody ""deteriorated"" in care homes before coronavirus. And as for staff being ""heartbroken"", yes it's a job for special, caring people but *everybody* in a care home dies eventually of something. Surely you can't let yourself get heartbroken each time."
313,"@realDonaldTrump Governor Cuomo was asked about the huge number of deaths in New York nursing homes.

Governor Cuomo replied â ânobody should be prosecutedâ â for the deaths caused by coronavirus.

Translation:  âDonât prosecute me because I forced COVID patients into nursing homes.â

#CuomoGate https://t.co/bT4JqBKdzh",0,@realDonaldTrump Governor Cuomo was asked about the huge number of deaths in New York nursing homes. Governor Cuomo replied nobody should be prosecuted for the deaths caused by coronavirus. Translation: Dont prosecute me because I forced COVID patients into nursing homes. #CuomoGate
314,"@billygoatideas Johnson could die of coronavirus tomorrow, and his new and less charasmatic replacement could hold an election in September and give Starmer a minority government.

If 2016 taught us anything above all elese, it's never rule anything out.",0,"@billygoatideas Johnson could die of coronavirus tomorrow, and his new and less charasmatic replacement could hold an election in September and give Starmer a minority government. If 2016 taught us anything above all elese, it's never rule anything out."
315,"@DrGJackBrown If his job is killing people with coronavirus , heâs doing it!",0,"@DrGJackBrown If his job is killing people with coronavirus , hes doing it!"
316,In nursing homes. In Pakistan patients suffering from severe respiratory distress have been showing up at hospitals &amp; several have died - several tested positive for coronavirus but many werenât and after their death their families refused autopsies,0,In nursing homes. In Pakistan patients suffering from severe respiratory distress have been showing up at hospitals &amp; several have died - several tested positive for coronavirus but many werent and after their death their families refused autopsies
317,"Indiaâs parliament session that began this week is likely to be cut short after 30 lawmakers were found infected with the coronavirus, two senior parliament officials said, as the number of cases in the country rose to 5.3 million 

Read more - https://t.co/DlX1SK8ao7 https://t.co/jiXP0izNUA",0,"Indias parliament session that began this week is likely to be cut short after 30 lawmakers were found infected with the coronavirus, two senior parliament officials said, as the number of cases in the country rose to 5.3 million Read more -"
318,"More coronavirus victims have died in nursing homes in New York

- than have died in all of Alaska, Wyoming, Hawaii, Montana, Vermont, North Dakota, South Dakota, West Virginia, Maine, Idaho, Utah, Oregon, Nebraska, Kansas, AK, NH, OK, DE, NM, KY, NV, IA, WI, and the DC combined",0,"More coronavirus victims have died in nursing homes in New York - than have died in all of Alaska, Wyoming, Hawaii, Montana, Vermont, North Dakota, South Dakota, West Virginia, Maine, Idaho, Utah, Oregon, Nebraska, Kansas, AK, NH, OK, DE, NM, KY, NV, IA, WI, and the DC combined"
319,"Biden says Trump ""failed to do his job on purpose"" as coronavirus pandemic spread https://t.co/KQzJzeYOf4",0,"Biden says Trump ""failed to do his job on purpose"" as coronavirus pandemic spread"
320,"Coronavirus Latest: Thane senior cop tests positive, wins a salute for selfless service - india news - Hindustan Times https://t.co/GkpasG8arV",0,"Coronavirus Latest: Thane senior cop tests positive, wins a salute for selfless service - india news - Hindustan Times"
321,"@RichAzzopardi @rsims72 @jimmalatras My mother is dead. The sad truth is she died because @NYGovCuomo policy of sending Covid19 positive patients to nursing homes.Andrew and Chris laughing it up on tv while thousands are dead
#Cuomo2024 #CuomoGate #TheAlbanyButcher #letsgetafterit #cuomokilledmymom",0,@RichAzzopardi @rsims72 @jimmalatras My mother is dead. The sad truth is she died because @NYGovCuomo policy of sending Covid19 positive patients to nursing homes.Andrew and Chris laughing it up on tv while thousands are dead #Cuomo2024 #CuomoGate #TheAlbanyButcher #letsgetafterit #cuomokilledmymom
322,"What is behind the Right's inaccurate messaging that children are not affected by #COVIDã¼19?
Are they unsatisfied by the elderly deaths numbers?
#ThursdayThoughts
BBC News - Coronavirus: Children affected by rare Kawasaki-like disease https://t.co/A3ZZM6P7qK",0,What is behind the Right's inaccurate messaging that children are not affected by #COVID19? Are they unsatisfied by the elderly deaths numbers? #ThursdayThoughts BBC News - Coronavirus: Children affected by rare Kawasaki-like disease
323,"Coronavirus is disproportionately killing minority children in the U.S., according to a CDC report #rowedocs #medtwitter #somedocs https://t.co/yYn9NAnQVM via @bpolitics",0,"Coronavirus is disproportionately killing minority children in the U.S., according to a CDC report #rowedocs #medtwitter #somedocs via @bpolitics"
324,"@realDonaldTrump Mr corrupt pinch pussy women look your job idiot https://t.co/M5pQhANOK2 âº us
United States Coronavirus: 5,745,520 Cases and 177,357 Deaths - Worldometer https://t.co/Qoe7z9Iq3e",0,"@realDonaldTrump Mr corrupt pinch pussy women look your job idiot us United States Coronavirus: 5,745,520 Cases and 177,357 Deaths - Worldometer"
325,@KathrynGr8 @PaulaAl94475296 @murray_nyc @realDonaldTrump And as for Cuomo the nursing homes had the ventilators because trump didnt have enough and the hospitals ICUsAnd CCUs were full it's not like in other states that were full sent people home to die or wait for a bed. Besides a lot of nursing homes had 75-90% positive  covid19,0,@KathrynGr8 @PaulaAl94475296 @murray_nyc @realDonaldTrump And as for Cuomo the nursing homes had the ventilators because trump didnt have enough and the hospitals ICUsAnd CCUs were full it's not like in other states that were full sent people home to die or wait for a bed. Besides a lot of nursing homes had 75-90% positive covid19
326,Coronavirus Is Not the First Mass Killing by Dr. Fauci -- How Many Tens of Thousands of Americans Must Die Before Dr. Fauci Loses His Job? https://t.co/Plouqhr9Kr via @gatewaypundit,0,Coronavirus Is Not the First Mass Killing by Dr. Fauci -- How Many Tens of Thousands of Americans Must Die Before Dr. Fauci Loses His Job? via @gatewaypundit
327,"@africaninSF @kayleighmcenany The bodies in the refrigerated trucks in NY was Cuomoâs falt, he shouldnât have put Covid-19 patients in nursing homes. It was the Democratic Partyâs falt, to start having all the hospitalâs call everyoneâs death a Covid-19 death, so the hospitals were killing patients on ventila",0,"@africaninSF @kayleighmcenany The bodies in the refrigerated trucks in NY was Cuomos falt, he shouldnt have put Covid-19 patients in nursing homes. It was the Democratic Partys falt, to start having all the hospitals call everyones death a Covid-19 death, so the hospitals were killing patients on ventila"
328,@RAbdiCG How? Do You mean the elderly will die from Coronavirus? Please elaborate!,0,@RAbdiCG How? Do You mean the elderly will die from Coronavirus? Please elaborate!
329,"@AmyMcCleery1 @Canadarocks151 @seanhannity Wow! Arenât you lucky! Heâs thought up several ways to mess up the Covid-19 response at the expense of 147,000+ American lives. God help America!",0,"@AmyMcCleery1 @Canadarocks151 @seanhannity Wow! Arent you lucky! Hes thought up several ways to mess up the Covid-19 response at the expense of 147,000+ American lives. God help America!"
330,"@kamabid @Baldbrook @adammridley @tomhfh ""A Government diktatÂ that NHS hospitals should move hundreds ofÂ elderlyÂ patients to care homes has beenÂ branded ârecklessâ and blamed for the homes soaring coronavirus death rates.""

https://t.co/sya98vPCjo",0,"@kamabid @Baldbrook @adammridley @tomhfh ""A Government diktatthat NHS hospitals should move hundreds ofelderlypatients to care homes has beenbranded reckless and blamed for the homes soaring coronavirus death rates."""
331,@NBCNewsPR @brianstelter @chucktodd @MeetThePress And you have helped along the way. Most Covid-19 deaths have occurred in Democrat run states that forced patients into nursing homes. Silence from you.,0,@NBCNewsPR @brianstelter @chucktodd @MeetThePress And you have helped along the way. Most Covid-19 deaths have occurred in Democrat run states that forced patients into nursing homes. Silence from you.
332,@CuomoPrimeTime @ChrisCuomo Your brother caused the death of thousands with his poor decisions of having Covid 19 patients sent back to nursing homes. Running the subway cars. Donât judge the ability of other governors based on your brotherâs failures.,0,@CuomoPrimeTime @ChrisCuomo Your brother caused the death of thousands with his poor decisions of having Covid 19 patients sent back to nursing homes. Running the subway cars. Dont judge the ability of other governors based on your brothers failures.
333,"Florida sees 966 coronavirus cases, ending five-day streak of daily totals over 1,000. Great job Beer Pong Ron DUHsantis. https://t.co/xbdkWLULQV",0,"Florida sees 966 coronavirus cases, ending five-day streak of daily totals over 1,000. Great job Beer Pong Ron DUHsantis."
334,"6 Million Covid 19 cases
183,203 Deaths.

To put that into context:

That is more dead then the entire population of the city of #AMARILLO #Texas

More infected the the entire population of Ireland, Cyprus and Malta Combined.

Awesome Job @realDonaldTrump 

You dipshit",0,"6 Million Covid 19 cases 183,203 Deaths. To put that into context: That is more dead then the entire population of the city of #AMARILLO #Texas More infected the the entire population of Ireland, Cyprus and Malta Combined. Awesome Job @realDonaldTrump You dipshit"
335,Opinion | Could Many Coronavirus Deaths in Nursing Homes Have BeenÂ Avoided? https://t.co/vW8JfJr5Ld,0,Opinion | Could Many Coronavirus Deaths in Nursing Homes Have BeenAvoided?
336,"@JakeSherman @replouiegohmert No wonder Republicans want to make it illegal for employees to sue their employers if they contract Covid-19 on the job, especially if when on the job they are told they are not allowed to wear masks.",0,"@JakeSherman @replouiegohmert No wonder Republicans want to make it illegal for employees to sue their employers if they contract Covid-19 on the job, especially if when on the job they are told they are not allowed to wear masks."
337,"You're not doing YOUR job Clownald. 151,000+ people are dead due to YOUR ineptitude over the #coronavirus. Russia has been paying bounties to kill our troops, but sure go off on the Governor of Oregon.",0,"You're not doing YOUR job Clownald. 151,000+ people are dead due to YOUR ineptitude over the #coronavirus. Russia has been paying bounties to kill our troops, but sure go off on the Governor of Oregon."
338,@TheScandiLady @NYGovCuomo And you clearly are indoctrinated. I'm sure you are decimated by the covid-19 patients being sent into nursing homes by Cuomo. Governor DeSantis of Florida set up special nursing homes for covid-19 patients so he didn't have thousands of deaths on his hands like Cuomo,0,@TheScandiLady @NYGovCuomo And you clearly are indoctrinated. I'm sure you are decimated by the covid-19 patients being sent into nursing homes by Cuomo. Governor DeSantis of Florida set up special nursing homes for covid-19 patients so he didn't have thousands of deaths on his hands like Cuomo
339,"@stephenjudkins @sonik0909 @NateSilver538 It's not about sounding small. They are actually small. The overall risk of death from Covid-19 is less than 1% of all infections. A plurality of all cases is estimated by the CDC to be purely asymptomatic. The chronically ill and elderly are at most danger, not everyone",0,"@stephenjudkins @sonik0909 @NateSilver538 It's not about sounding small. They are actually small. The overall risk of death from Covid-19 is less than 1% of all infections. A plurality of all cases is estimated by the CDC to be purely asymptomatic. The chronically ill and elderly are at most danger, not everyone"
340,#TonyAbbot 'economic cost of lockdowns meant families should be allowed to consider letting elderly relatives with #coronavirus die by letting nature take its course.'  You can tell a man by the company he keeps.. Tory party looks to hire this man. @julie4north @Calanais56,0,#TonyAbbot 'economic cost of lockdowns meant families should be allowed to consider letting elderly relatives with #coronavirus die by letting nature take its course.' You can tell a man by the company he keeps.. Tory party looks to hire this man. @julie4north @Calanais56
341,"To better understand specifics of #coronavirus infections, @HHSGov @HHS_ASH announces labs will be required to collect race, ethnicity, age, and zip code data as part of testing and report to @CDCgov 
https://t.co/BEflTec1E4 https://t.co/lPZMWQWR7j",0,"To better understand specifics of #coronavirus infections, @HHSGov @HHS_ASH announces labs will be required to collect race, ethnicity, age, and zip code data as part of testing and report to @CDCgov"
342,"@OlliePee007 The tests canât distinguish between the common cold, influenza or coronavirus so over the winter weâll have thousands of Covid deaths which was actually the flu.. weâll lockdown again and 80% of the country wonât have a job.",0,"@OlliePee007 The tests cant distinguish between the common cold, influenza or coronavirus so over the winter well have thousands of Covid deaths which was actually the flu.. well lockdown again and 80% of the country wont have a job."
343,Thankful that @Channel4News is highlighting the hidden victims of the #coronavirus !! The elderly in care homes and in their own homes . It needs to be said !!,0,Thankful that @Channel4News is highlighting the hidden victims of the #coronavirus !! The elderly in care homes and in their own homes . It needs to be said !!
344,"KILLING OFF the elderly, sick, injured among us all the while blaming covid-19. 

GENOCIDE DISGUISED AS A VIRUS!!!",0,"KILLING OFF the elderly, sick, injured among us all the while blaming covid-19. GENOCIDE DISGUISED AS A VIRUS!!!"
345,"I'm #NotMovingOn @Conservatives - people keep dying - your policies hurt people - you've consistently lied &amp; betrayed the people of this country and will be held to account #Covid19 #Windrush #Grenfell #Brexit #NHS #Disabled #Benefits #DissolveParliament 
https://t.co/FEyei7WqMx",0,I'm #NotMovingOn @Conservatives - people keep dying - your policies hurt people - you've consistently lied &amp; betrayed the people of this country and will be held to account #Covid19 #Windrush #Grenfell #Brexit #NHS #Disabled #Benefits #DissolveParliament
346,"Thousands Died &amp; How it happened

""On March 29, as Pennsylvania, New York and other states began ordering nursing homes to admit medically stable residents infected with the coronavirus, national trade groups warned it could unnecessarily cost more lives.""
https://t.co/wOhWV2FMtZ",0,"Thousands Died &amp; How it happened ""On March 29, as Pennsylvania, New York and other states began ordering nursing homes to admit medically stable residents infected with the coronavirus, national trade groups warned it could unnecessarily cost more lives."""
347,"Hereâs whatâs changed in Pa.'s fight against coronavirus outbreaks in nursing homes, long-term care facilities https://t.co/L4CtGPYzPd",0,"Heres whats changed in Pa.'s fight against coronavirus outbreaks in nursing homes, long-term care facilities"
348,Here is Louie Gohmert waxing poetic about the amazing job Trump has done protecting lawmakers from COVID. Gohmert tested positive for Coronavirus this morning.,0,Here is Louie Gohmert waxing poetic about the amazing job Trump has done protecting lawmakers from COVID. Gohmert tested positive for Coronavirus this morning.
349,"DELUSIONAL!
@realDonaldTrump is tweeting this, while a prediction of over 400,000 American souls will succumb to Coronavirus. 
Would God, if one exists, allow that person to divide the population on the pandemic, race, immigration, and global warming?

I think not! https://t.co/v1rbi8sGkc",0,"DELUSIONAL! @realDonaldTrump is tweeting this, while a prediction of over 400,000 American souls will succumb to Coronavirus. Would God, if one exists, allow that person to divide the population on the pandemic, race, immigration, and global warming? I think not!"
350,Former senior health official warns of âlongâ winter lockdown as Israel reimposes Covid-19 restrictions amid uptick in new cases https://t.co/zifelP91sA https://t.co/iJS3Lr3qBX,0,Former senior health official warns of long winter lockdown as Israel reimposes Covid-19 restrictions amid uptick in new cases
351,"@RepJerryNadler IF TOU DONâT FU***** GET TO THE BOTTOM OF BARR AND HIS ABUSE OF POWER YOU WILL GO DOWN IN HISTORY AS A TRUMP ENABLER, during a Botched Pandemic, 250,000 will die before covid19 slows, and our election will be rigged worse than Russia, Mexico, &amp; Brazil combined. DO YOUR JOB!",0,"@RepJerryNadler IF TOU DONT FU***** GET TO THE BOTTOM OF BARR AND HIS ABUSE OF POWER YOU WILL GO DOWN IN HISTORY AS A TRUMP ENABLER, during a Botched Pandemic, 250,000 will die before covid19 slows, and our election will be rigged worse than Russia, Mexico, &amp; Brazil combined. DO YOUR JOB!"
352,More than 72000 deaths due to covid 19 more than 2 Crores job lost GDP is -25% Who is responsible for this @PMOIndia @narendramodi @ndtv @aajtak,0,More than 72000 deaths due to covid 19 more than 2 Crores job lost GDP is -25% Who is responsible for this @PMOIndia @narendramodi @ndtv @aajtak
353,"@TeamCavuto @GovParsonMO Neil Cavuto needs to be removed from Fox.. even I took hydroxychloroquine for 10 days as a preventative I was exposed to somebody who had the Coronavirus and here I am and they are dead too bad nobody told them about hydroxychloroquine oh, the poor SOB would still be alive",0,"@TeamCavuto @GovParsonMO Neil Cavuto needs to be removed from Fox.. even I took hydroxychloroquine for 10 days as a preventative I was exposed to somebody who had the Coronavirus and here I am and they are dead too bad nobody told them about hydroxychloroquine oh, the poor SOB would still be alive"
354,"She tried to do her job, and it killed her': Emergency doctor takes her own life after witnesses coronavirus horror in New York

 https://t.co/j8pnlLbE8Y",0,"She tried to do her job, and it killed her': Emergency doctor takes her own life after witnesses coronavirus horror in New York"
355,Coronavirus Is Not the First Mass Killing by Dr. Fauci -- How Many Tens of Thousands of Americans Must Die Before Dr. Fauci Loses His Job? https://t.co/S1SoVaEuWr via @gatewaypundit,0,Coronavirus Is Not the First Mass Killing by Dr. Fauci -- How Many Tens of Thousands of Americans Must Die Before Dr. Fauci Loses His Job? via @gatewaypundit
356,"@cbensonofficial @jabs611 @NYGovCuomo @realDonaldTrump @OANN @ChanelRion Because heâs evil. All of these democrat controlled cities and states are controlled by pure evil. Why else would Wolf, Newsom, Murphy, Whitmer and nipplerings Cuomo place covid19 infected patients back into nursing homes accounting for more than half the deaths in New York alone",0,"@cbensonofficial @jabs611 @NYGovCuomo @realDonaldTrump @OANN @ChanelRion Because hes evil. All of these democrat controlled cities and states are controlled by pure evil. Why else would Wolf, Newsom, Murphy, Whitmer and nipplerings Cuomo place covid19 infected patients back into nursing homes accounting for more than half the deaths in New York alone"
357,@RaheemKassam @nypost Approximately 40% of NY deaths are thanks to Gov. Cuomo's policy of putting Covid 19 patients in nursing homes with the most vulnerable. https://t.co/VGrJUNHt9m,0,@RaheemKassam @nypost Approximately 40% of NY deaths are thanks to Gov. Cuomo's policy of putting Covid 19 patients in nursing homes with the most vulnerable.
358,Coronavirus Is Not the First Mass Killing by Dr. Fauci -- How Many Tens of Thousands of Americans Must Die Before Dr. Fauci Loses His Job? https://t.co/wQUYXkJe8M via @gatewaypundit,0,Coronavirus Is Not the First Mass Killing by Dr. Fauci -- How Many Tens of Thousands of Americans Must Die Before Dr. Fauci Loses His Job? via @gatewaypundit
359,"@NadineDorries Daily Mail U.K.
@DailyMailUK
Â·
1h
Horrific evidence reveals that elderly patients suffering from coronavirus were knowingly sent away from hospitals into care homes",0,@NadineDorries Daily Mail U.K. @DailyMailUK 1h Horrific evidence reveals that elderly patients suffering from coronavirus were knowingly sent away from hospitals into care homes
360,@CBCAlerts Hopefully those who donât live in a nursing homes will realize they are more likely to be killed in a motor vehicle accident than Covid 19.,0,@CBCAlerts Hopefully those who dont live in a nursing homes will realize they are more likely to be killed in a motor vehicle accident than Covid 19.
